"stimulus","MOS","sd","freq","CI"
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL5_qp10_qt10_decompJPEG_512x512_Q50",3.61904761904762,0.909365389879814,42,0.275023526956157
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL5_qp11_qt10_decompJPEG_512x512_Q50",3.76923076923077,0.872429712491996,39,0.273813096004651
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL5_qp11_qt10_decompJPEG_512x512_Q75",3.78947368421053,0.703577527445697,38,0.223705278900702
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL5_qp11_qt7_decompJPEG_1024x1024_Q50",3.21951219512195,0.724989486887611,41,0.22191969757398
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL5_qp8_qt9_decompJPEG_712x712_Q90",2.72727272727273,0.788393608567192,44,0.232955424636097
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL6_qp10_qt10_decompJPEG_512x512_Q75",3.63636363636364,1.01364892530068,44,0.299514117389267
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL6_qp10_qt10_decompJPEG_512x512_Q90",3.61904761904762,0.794873235863275,42,0.240397142054266
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL6_qp11_qt10_decompJPEG_512x512_Q25",3.27272727272727,0.872410090353458,44,0.257780708578366
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL6_qp11_qt10_decompJPEG_512x512_Q50",3.45238095238095,1.06387191949584,42,0.321751642173264
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL6_qp11_qt10_decompJPEG_512x512_Q75",3.81395348837209,0.879821788055707,43,0.262976267058904
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL6_qp11_qt10_decompJPEG_512x512_Q90",3.9,0.777899868317385,40,0.241073666791943
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL7_qp10_qt10_decompJPEG_512x512_Q75",3.46666666666667,0.756787468664269,45,0.221117821328564
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL7_qp11_qt10_decompJPEG_512x512_Q75",3.55555555555556,0.840874965182522,45,0.245686468142849
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL7_qp8_qt8_decompJPEG_2048x2048_Q50",2.53488372093023,0.95988186796239,43,0.286906000602811
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL7_qp9_qt6_decompJPEG_512x512_Q75",2,0.723746864455746,43,0.216325909739925
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL8_qp10_qt9_decompJPEG_512x512_Q90",3.27272727272727,0.845332915391062,44,0.249779914656692
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL8_qp11_qt8_decompJPEG_2048x2048_Q75",3.25,0.810541019434579,44,0.239499566353048
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL8_qp8_qt10_decompJPEG_512x512_Q50",2.1219512195122,0.871639889840395,41,0.266809469992748
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL8_qp8_qt7_decompJPEG_712x712_Q75",1.93181818181818,0.974028490885704,44,0.287807027145119
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL8_qp9_qt8_decompJPEG_1024x1024_Q75",3.19047619047619,0.943219583313509,42,0.285262205252041
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL9_qp10_qt6_decompJPEG_1024x1024_Q75",1.55813953488372,0.825265486327635,43,0.24666954134722
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL9_qp10_qt6_decompJPEG_512x512_Q10",1.46511627906977,0.735133198468541,43,0.219729253070155
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL9_qp10_qt7_decompJPEG_2048x2048_Q10",2.26666666666667,0.939051746081217,45,0.27437171571399
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL9_qp10_qt7_decompJPEG_2048x2048_Q25",2.57142857142857,1.15067015771101,42,0.348002429670987
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL9_qp10_qt7_decompJPEG_2048x2048_Q50",2.37209302325581,0.845809159324836,43,0.252809987639669
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL9_qp11_qt6_decompJPEG_512x512_Q10",1.52272727272727,0.698457981411223,44,0.206381145004241
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL9_qp11_qt7_decompJPEG_1024x1024_Q50",2.36363636363636,0.865109459156096,44,0.255623509912354
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL9_qp11_qt7_decompJPEG_1440x1440_Q90",2.25581395348837,0.902193708896317,43,0.269663171508727
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL9_qp11_qt8_decompJPEG_1440x1440_Q75",2.76190476190476,0.758995607478655,42,0.22954650708732
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL9_qp8_qt7_decompJPEG_2048x2048_Q90",2.06976744186047,0.856219510050384,43,0.255921612300191
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL9_qp9_qt7_decompJPEG_2048x2048_Q25",2.04545454545455,0.913835399522649,44,0.270021105232175
"170516_mia337_032122_600_200Kfaces_8192px_OBJ_simpL9_qp9_qt9_decompJPEG_512x512_Q50",2.35714285714286,0.9323829573164,42,0.281984834972506
"1970.16_Neck_Amphora_100K_simpL1_qp11_qt10_decompJPEG_512x512_Q25",4.04651162790698,0.722215123343026,43,0.215868076613498
"1970.16_Neck_Amphora_100K_simpL1_qp11_qt10_decompJPEG_512x512_Q50",4.425,0.635993065596772,40,0.19709629300915
"1970.16_Neck_Amphora_100K_simpL10_qp10_qt10_decompJPEG_2048x2048_Q50",3.80952380952381,0.740405137551032,42,0.223924106384405
"1970.16_Neck_Amphora_100K_simpL10_qp10_qt10_decompJPEG_2048x2048_Q75",3.59090909090909,0.658334113878985,44,0.194525299779922
"1970.16_Neck_Amphora_100K_simpL10_qp10_qt10_decompJPEG_2048x2048_Q90",3.81395348837209,0.732114158203694,43,0.218826870394791
"1970.16_Neck_Amphora_100K_simpL10_qp10_qt7_decompJPEG_1024x1024_Q25",3.57777777777778,0.865733763633457,45,0.252949700664416
"1970.16_Neck_Amphora_100K_simpL10_qp10_qt7_decompJPEG_1024x1024_Q50",3.6,0.632455532033676,40,0.196
"1970.16_Neck_Amphora_100K_simpL10_qp10_qt7_decompJPEG_1024x1024_Q75",3.57142857142857,0.830599464473265,42,0.251201988496091
"1970.16_Neck_Amphora_100K_simpL10_qp10_qt7_decompJPEG_1024x1024_Q90",3.48837209302326,0.592496454610884,43,0.177095530020382
"1970.16_Neck_Amphora_100K_simpL10_qp10_qt7_decompJPEG_1440x1440_Q75",3.22222222222222,0.849836585598797,45,0.248304870354923
"1970.16_Neck_Amphora_100K_simpL10_qp10_qt7_decompJPEG_2048x2048_Q25",3.59090909090909,0.725552934878484,44,0.214387192138403
"1970.16_Neck_Amphora_100K_simpL10_qp10_qt7_decompJPEG_2048x2048_Q50",3.41463414634146,0.773809077101631,41,0.236863402126844
"1970.16_Neck_Amphora_100K_simpL10_qp10_qt7_decompJPEG_2048x2048_Q75",3.41860465116279,0.93178165589561,43,0.278506925957006
"1970.16_Neck_Amphora_100K_simpL10_qp10_qt7_decompJPEG_2048x2048_Q90",3.45238095238095,0.70546234458569,42,0.2133561979617
"1970.16_Neck_Amphora_100K_simpL10_qp10_qt9_decompJPEG_1024x1024_Q50",3.77272727272727,0.773504148712927,44,0.228555870396615
"1970.16_Neck_Amphora_100K_simpL10_qp10_qt9_decompJPEG_1024x1024_Q75",3.78571428571429,0.564637344682809,42,0.170765850244585
"1970.16_Neck_Amphora_100K_simpL10_qp10_qt9_decompJPEG_1024x1024_Q90",3.71428571428571,0.834783871129682,42,0.252467497706881
"1970.16_Neck_Amphora_100K_simpL10_qp10_qt9_decompJPEG_2048x2048_Q90",3.71428571428571,0.673024273316994,42,0.203545803958085
"1970.16_Neck_Amphora_100K_simpL10_qp11_qt6_decompJPEG_1024x1024_Q25",3.275,0.750640751932333,40,0.232625979103466
"1970.16_Neck_Amphora_100K_simpL10_qp11_qt7_decompJPEG_1024x1024_Q75",3.63636363636364,0.749911904621767,44,0.221584807743833
"1970.16_Neck_Amphora_100K_simpL10_qp11_qt7_decompJPEG_1024x1024_Q90",3.95348837209302,0.688458885312939,43,0.205778431656284
"1970.16_Neck_Amphora_100K_simpL10_qp7_qt7_decompJPEG_2048x2048_Q10",3.45238095238095,0.861150137114736,42,0.260441567915152
"1970.16_Neck_Amphora_100K_simpL10_qp8_qt7_decompJPEG_1024x1024_Q25",3.69047619047619,0.811144786874044,42,0.245318221521146
"1970.16_Neck_Amphora_100K_simpL10_qp8_qt7_decompJPEG_1024x1024_Q50",3.6046511627907,0.820555412473217,43,0.245261713470459
"1970.16_Neck_Amphora_100K_simpL10_qp8_qt7_decompJPEG_1024x1024_Q90",3.58139534883721,0.698043460904251,43,0.208643234443127
"1970.16_Neck_Amphora_100K_simpL10_qp8_qt7_decompJPEG_1440x1440_Q25",3.28571428571429,0.673024273316994,42,0.203545803958085
"1970.16_Neck_Amphora_100K_simpL10_qp9_qt6_decompJPEG_1440x1440_Q50",3.27906976744186,0.825936161356106,43,0.246870004233899
"1970.16_Neck_Amphora_100K_simpL10_qp9_qt6_decompJPEG_1440x1440_Q75",3.40909090909091,0.844081496621439,44,0.24941014403995
"1970.16_Neck_Amphora_100K_simpL10_qp9_qt6_decompJPEG_1440x1440_Q90",3.02380952380952,0.840676128528589,42,0.254249520015642
"1970.16_Neck_Amphora_100K_simpL10_qp9_qt6_decompJPEG_2048x2048_Q75",3.32558139534884,0.944178409103414,43,0.28221228075328
"1970.16_Neck_Amphora_100K_simpL10_qp9_qt7_decompJPEG_1024x1024_Q90",3.72727272727273,0.845332915391062,44,0.249779914656692
"1970.16_Neck_Amphora_100K_simpL10_qp9_qt7_decompJPEG_2048x2048_Q90",3.46341463414634,0.977178616620568,41,0.299114934765687
"1970.16_Neck_Amphora_100K_simpL10_qp9_qt9_decompJPEG_1024x1024_Q75",3.75,0.669864127057084,40,0.207593043705399
"1970.16_Neck_Amphora_100K_simpL10_qp9_qt9_decompJPEG_1440x1440_Q50",3.66666666666667,0.845841092919672,42,0.255811583779281
"1970.16_Neck_Amphora_100K_simpL2_qp11_qt10_decompJPEG_512x512_Q50",4.51162790697674,0.592496454610884,43,0.177095530020382
"1970.16_Neck_Amphora_100K_simpL3_qp11_qt10_decompJPEG_512x512_Q50",4.25581395348837,0.789605786387044,43,0.236010956958738
"1970.16_Neck_Amphora_100K_simpL3_qp9_qt10_decompJPEG_512x512_Q25",3.71111111111111,0.694858462442736,45,0.203023432217024
"1970.16_Neck_Amphora_100K_simpL4_qp10_qt9_decompJPEG_512x512_Q50",4.11904761904762,0.70546234458569,42,0.2133561979617
"1970.16_Neck_Amphora_100K_simpL4_qp11_qt10_decompJPEG_512x512_Q25",3.88372093023256,0.822577317992239,43,0.245866055364416
"1970.16_Neck_Amphora_100K_simpL4_qp8_qt9_decompJPEG_512x512_Q50",3.30952380952381,0.74859527761213,42,0.226401087838654
"1970.16_Neck_Amphora_100K_simpL5_qp11_qt10_decompJPEG_512x512_Q50",4.27906976744186,0.701209207126852,43,0.209589467118172
"1970.16_Neck_Amphora_100K_simpL5_qp9_qt10_decompJPEG_512x512_Q50",4.15909090909091,0.68005409559732,44,0.20094314425418
"1970.16_Neck_Amphora_100K_simpL6_qp11_qt9_decompJPEG_512x512_Q25",3.46511627906977,0.549841414769158,43,0.164346058137428
"1970.16_Neck_Amphora_100K_simpL6_qp9_qt9_decompJPEG_512x512_Q50",3.88095238095238,0.70546234458569,42,0.2133561979617
"1970.16_Neck_Amphora_100K_simpL9_qp10_qt7_decompJPEG_1024x1024_Q75",3.77272727272727,0.677328416911013,44,0.200137757669496
"1970.16_Neck_Amphora_100K_simpL9_qp11_qt7_decompJPEG_1024x1024_Q75",3.83333333333333,0.793776606365423,42,0.240065483388102
"1970.16_Neck_Amphora_100K_simpL9_qp11_qt7_decompJPEG_1024x1024_Q90",3.59090909090909,0.725552934878484,44,0.214387192138403
"1970.16_Neck_Amphora_100K_simpL9_qp11_qt7_decompJPEG_2048x2048_Q90",3.44186046511628,0.881079575385608,43,0.263352216167305
"1970.16_Neck_Amphora_100K_simpL9_qp9_qt7_decompJPEG_1024x1024_Q90",3.64444444444444,0.829993306532582,45,0.242507070025485
"1970.16_Neck_Amphora_100K_simpL9_qp9_qt7_decompJPEG_2048x2048_Q25",3.75555555555556,0.608857184163142,45,0.177895617510712
"1970.16_Neck_Amphora_100K_simpL9_qp9_qt8_decompJPEG_1024x1024_Q50",3.97727272727273,0.698457981411223,44,0.206381145004241
"1970.16_Neck_Amphora_100K_simpL9_qp9_qt8_decompJPEG_1440x1440_Q25",4.33333333333333,0.686691135407437,42,0.207679135461974
"1970.16_Neck_Amphora_100K_simpL9_qp9_qt8_decompJPEG_1440x1440_Q90",4,0.747087367637628,44,0.220750210398814
"1970.16_Neck_Amphora_100K_simpL9_qp9_qt8_decompJPEG_2048x2048_Q75",3.86046511627907,0.709842214152024,43,0.212169848727032
"abel_highpoly_meshexp_simpL1_qp8_qt8_decompJPEG_712x712_Q50",2.3953488372093,0.6948632919236,43,0.207692690846114
"abel_highpoly_meshexp_simpL1_qp8_qt9_decompJPEG_712x712_Q75",2.40909090909091,0.897494751378883,44,0.265192752254938
"abel_highpoly_meshexp_simpL1_qp9_qt6_decompJPEG_2048x2048_Q25",3.19047619047619,0.96873302315498,42,0.292978351355768
"abel_highpoly_meshexp_simpL1_qp9_qt6_decompJPEG_512x512_Q50",3.26190476190476,0.938590635448906,42,0.283862251413917
"abel_highpoly_meshexp_simpL10_qp7_qt6_decompJPEG_712x712_Q10",2.85365853658537,0.988963487944729,41,0.302722290634299
"abel_highpoly_meshexp_simpL10_qp7_qt6_decompJPEG_712x712_Q50",3.25,0.918162978895334,44,0.271299823222092
"abel_highpoly_meshexp_simpL10_qp7_qt7_decompJPEG_1024x1024_Q25",3,1.21498579258791,43,0.363155848834403
"abel_highpoly_meshexp_simpL10_qp7_qt7_decompJPEG_1024x1024_Q50",3.02272727272727,1.22926781693434,44,0.363225428483445
"abel_highpoly_meshexp_simpL10_qp7_qt7_decompJPEG_1024x1024_Q90",3.4390243902439,1.00121876949558,41,0.306473639342988
"abel_highpoly_meshexp_simpL10_qp7_qt7_decompJPEG_1440x1440_Q10",2.97560975609756,0.935088361547955,41,0.286231083557546
"abel_highpoly_meshexp_simpL10_qp7_qt7_decompJPEG_2048x2048_Q90",3.26666666666667,0.986269371281129,45,0.288167740152583
"abel_highpoly_meshexp_simpL10_qp8_qt7_decompJPEG_1024x1024_Q75",3.5952380952381,0.938590635448906,42,0.283862251413917
"abel_highpoly_meshexp_simpL2_qp10_qt6_decompJPEG_2048x2048_Q25",3.20454545454545,0.929604703550159,44,0.274680636811357
"abel_highpoly_meshexp_simpL2_qp11_qt6_decompJPEG_512x512_Q90",3.16279069767442,0.974196434629454,43,0.29118458446806
"abel_highpoly_meshexp_simpL2_qp8_qt8_decompJPEG_1024x1024_Q50",2.80952380952381,0.803592398745607,42,0.24303411829582
"abel_highpoly_meshexp_simpL2_qp9_qt6_decompJPEG_2048x2048_Q25",2.78571428571429,1.11608449469703,42,0.337542529690102
"abel_highpoly_meshexp_simpL3_qp10_qt6_decompJPEG_1440x1440_Q50",3.175,0.957761813974483,40,0.296813461233197
"abel_highpoly_meshexp_simpL3_qp10_qt6_decompJPEG_2048x2048_Q25",3.2093023255814,0.773308893339701,43,0.231139861293194
"abel_highpoly_meshexp_simpL3_qp10_qt6_decompJPEG_512x512_Q25",3.35714285714286,0.958184985740726,42,0.28978826023902
"abel_highpoly_meshexp_simpL3_qp11_qt6_decompJPEG_1440x1440_Q50",3.27272727272727,1.12815214963553,44,0.333347658094406
"abel_highpoly_meshexp_simpL3_qp11_qt6_decompJPEG_512x512_Q90",3.46511627906977,0.882335569715868,43,0.263727629353137
"abel_highpoly_meshexp_simpL3_qp11_qt6_decompJPEG_712x712_Q50",3.22727272727273,0.961192001332173,44,0.284014086864674
"abel_highpoly_meshexp_simpL3_qp8_qt10_decompJPEG_1024x1024_Q50",2.48837209302326,0.827275880259905,43,0.247270442460154
"abel_highpoly_meshexp_simpL3_qp8_qt10_decompJPEG_1024x1024_Q90",2.65116279069767,0.922824879694139,43,0.2758297706486
"abel_highpoly_meshexp_simpL3_qp8_qt10_decompJPEG_1440x1440_Q50",2.6,1.00904995821903,45,0.294823761771419
"abel_highpoly_meshexp_simpL3_qp8_qt10_decompJPEG_1440x1440_Q75",2.5,0.943527372384619,42,0.285355291306159
"abel_highpoly_meshexp_simpL3_qp8_qt9_decompJPEG_1440x1440_Q75",2.5,0.927612589543215,44,0.274092004738027
"abel_highpoly_meshexp_simpL3_qp9_qt6_decompJPEG_2048x2048_Q25",3.19047619047619,0.916996561902623,42,0.277331457154379
"abel_highpoly_meshexp_simpL3_qp9_qt6_decompJPEG_712x712_Q50",3.1,0.871191344639258,40,0.269984994834708
"abel_highpoly_meshexp_simpL4_qp8_qt10_decompJPEG_712x712_Q75",2.51111111111111,0.842674913653545,45,0.246212376275444
"abel_highpoly_meshexp_simpL4_qp9_qt6_decompJPEG_2048x2048_Q25",3.30952380952381,1.02381627634648,42,0.309637431124513
"abel_highpoly_meshexp_simpL4_qp9_qt6_decompJPEG_712x712_Q50",3.11363636363636,1.0165127137678,44,0.300360312806352
"abel_highpoly_meshexp_simpL5_qp11_qt6_decompJPEG_1440x1440_Q10",2.8,1.03572548135463,45,0.302617804092118
"abel_highpoly_meshexp_simpL6_qp11_qt6_decompJPEG_1440x1440_Q50",3.58536585365854,0.865321031643677,41,0.26487526387612
"abel_highpoly_meshexp_simpL7_qp10_qt6_decompJPEG_2048x2048_Q25",3.53488372093023,0.882335569715868,43,0.263727629353137
"abel_highpoly_meshexp_simpL7_qp10_qt6_decompJPEG_2048x2048_Q75",3.48780487804878,0.80999849442799,41,0.247941003517895
"abel_highpoly_meshexp_simpL7_qp10_qt6_decompJPEG_712x712_Q50",3.07894736842105,0.969301195689895,38,0.308193178238382
"abel_highpoly_meshexp_simpL7_qp8_qt10_decompJPEG_512x512_Q90",2.64285714285714,0.692166220394388,42,0.209334990413409
"abel_highpoly_meshexp_simpL7_qp8_qt8_decompJPEG_1024x1024_Q90",2.71111111111111,0.78688748826749,45,0.22991243148293
"abel_highpoly_meshexp_simpL7_qp8_qt9_decompJPEG_2048x2048_Q50",3.06818181818182,0.846270265058509,44,0.250056883784092
"abel_highpoly_meshexp_simpL7_qp8_qt9_decompJPEG_712x712_Q25",2.81395348837209,0.852330529265785,43,0.254759206841174
"abel_highpoly_meshexp_simpL7_qp9_qt6_decompJPEG_2048x2048_Q25",3.06976744186047,0.961034879630864,43,0.287250632559608
"abel_highpoly_meshexp_simpL7_qp9_qt6_decompJPEG_2048x2048_Q75",3.27906976744186,0.908310346463587,43,0.271491417337859
"abel_highpoly_meshexp_simpL7_qp9_qt6_decompJPEG_512x512_Q90",3.26829268292683,1.00060957030958,41,0.306287163122898
"abel_highpoly_meshexp_simpL7_qp9_qt6_decompJPEG_712x712_Q50",2.925,0.916724939872705,40,0.284096002192108
"abel_highpoly_meshexp_simpL7_qp9_qt6_decompJPEG_712x712_Q90",2.94736842105263,0.984950771744254,38,0.313169023314941
"abel_highpoly_meshexp_simpL8_qp8_qt10_decompJPEG_2048x2048_Q10",2.61904761904762,0.961512552139088,42,0.290794631338297
"abel_highpoly_meshexp_simpL9_qp10_qt6_decompJPEG_1024x1024_Q25",3.61904761904762,0.986553027325901,42,0.298367736581994
"abel_highpoly_meshexp_simpL9_qp10_qt6_decompJPEG_1440x1440_Q25",3.14634146341463,1.13050819567476,41,0.346049206818279
"abel_highpoly_meshexp_simpL9_qp10_qt6_decompJPEG_1440x1440_Q50",3.21951219512195,0.880687093182114,41,0.269578824122424
"abel_highpoly_meshexp_simpL9_qp10_qt6_decompJPEG_1440x1440_Q75",3.31818181818182,1.13655389527775,44,0.335830215287285
"abel_highpoly_meshexp_simpL9_qp10_qt6_decompJPEG_2048x2048_Q25",3.14634146341463,1.08537955595626,41,0.33223530432812
"abel_highpoly_meshexp_simpL9_qp10_qt6_decompJPEG_712x712_Q25",3.275,0.933356226825453,40,0.28925009141678
"abel_highpoly_meshexp_simpL9_qp10_qt6_decompJPEG_712x712_Q50",3.21428571428571,0.78198354064502,42,0.236498852676019
"abel_highpoly_meshexp_simpL9_qp9_qt6_decompJPEG_2048x2048_Q75",2.73333333333333,0.939051746081217,45,0.27437171571399
"Ackerbau_BakedUV_simpL1_qp10_qt6_decompJPEG_512x512_Q10",2.19047619047619,0.833391403319351,42,0.252046367309098
"Ackerbau_BakedUV_simpL1_qp10_qt7_decompJPEG_1440x1440_Q25",2.5,0.833739738299376,42,0.252151715847579
"Ackerbau_BakedUV_simpL1_qp10_qt7_decompJPEG_1440x1440_Q75",2.83720930232558,0.897887270422962,43,0.268375989116319
"Ackerbau_BakedUV_simpL1_qp10_qt7_decompJPEG_1440x1440_Q90",2.7,0.723240570679579,40,0.224134574959571
"Ackerbau_BakedUV_simpL1_qp10_qt7_decompJPEG_2048x2048_Q75",2.47727272727273,0.762146185197429,44,0.225199806642416
"Ackerbau_BakedUV_simpL1_qp10_qt7_decompJPEG_2048x2048_Q90",2.58139534883721,0.905868647566808,43,0.270761600379614
"Ackerbau_BakedUV_simpL1_qp10_qt7_decompJPEG_712x712_Q50",3.17777777777778,0.716331845677206,45,0.209297515647264
"Ackerbau_BakedUV_simpL1_qp10_qt8_decompJPEG_1440x1440_Q90",3.48780487804878,0.869538705852482,41,0.266166296369435
"Ackerbau_BakedUV_simpL1_qp11_qt6_decompJPEG_2048x2048_Q75",1.88636363636364,0.753778361444409,44,0.222727272727273
"Ackerbau_BakedUV_simpL1_qp11_qt6_decompJPEG_512x512_Q10",2.32558139534884,0.714507163900176,43,0.213564189134875
"Ackerbau_BakedUV_simpL1_qp11_qt6_decompJPEG_512x512_Q25",2.26666666666667,0.836660026534076,45,0.244454949269231
"Ackerbau_BakedUV_simpL1_qp11_qt6_decompJPEG_512x512_Q50",2.04651162790698,0.898503739613624,43,0.26856025002997
"Ackerbau_BakedUV_simpL1_qp11_qt6_decompJPEG_512x512_Q75",2.02439024390244,0.98711207261508,41,0.302155571340474
"Ackerbau_BakedUV_simpL1_qp11_qt6_decompJPEG_512x512_Q90",1.86046511627907,0.77402458890551,43,0.23135378069233
"Ackerbau_BakedUV_simpL1_qp11_qt6_decompJPEG_712x712_Q50",1.97727272727273,0.792072241350478,44,0.23404239116246
"Ackerbau_BakedUV_simpL1_qp11_qt6_decompJPEG_712x712_Q75",2.0952380952381,1.03144520466221,42,0.311944682748161
"Ackerbau_BakedUV_simpL1_qp11_qt7_decompJPEG_1024x1024_Q50",2.80952380952381,0.772644973786047,42,0.233674547261657
"Ackerbau_BakedUV_simpL1_qp11_qt7_decompJPEG_2048x2048_Q75",2.69047619047619,0.811144786874044,42,0.245318221521146
"Ackerbau_BakedUV_simpL1_qp11_qt7_decompJPEG_512x512_Q50",3.02272727272727,0.901900741293562,44,0.266494639079442
"Ackerbau_BakedUV_simpL1_qp11_qt7_decompJPEG_512x512_Q75",3.23809523809524,1.05482685689432,42,0.319016102591605
"Ackerbau_BakedUV_simpL1_qp11_qt7_decompJPEG_712x712_Q75",3.09090909090909,1.0743993847983,44,0.317464731061577
"Ackerbau_BakedUV_simpL1_qp8_qt8_decompJPEG_712x712_Q50",1.95121951219512,0.973427437259581,41,0.297966696612731
